key,value
5  2  3  8  9  4  0  7  1,0.    0.    0.    0.005
5  2  3  8  0  4  7  9  1,-0.00099505  0.          0.          0.        
1  9  7  5  2  6  8  4  0, 0.    -0.001  0.     0.   
1  9  7  5  2  0  8  4  6, 0.     0.    -0.001  0.   
1  9  7  5  0  2  8  4  6,0.       0.009995 0.       0.      
1  0  7  5  9  2  8  4  6,-0.00099505  0.         -0.001       0.009995  
0  1  7  5  9  2  8  4  6,0.    0.    0.    0.005
1  7  0  5  9  2  8  4  6, 0.01498501  0.         -0.00099505  0.        
1  7  2  5  9  0  8  4  6, 0.         -0.00198416  0.0149949   0.        
1  7  2  5  0  9  8  4  6, 0.          0.01498501  0.         -0.00198416
1  0  2  5  7  9  8  4  6,-0.00198416  0.         -0.001       0.02495005
0  1  2  5  7  9  8  4  6,0.    0.    0.    0.005
1  2  0  5  7  9  8  4  6,-0.00196937  0.         -0.00491596  0.        
1  2  9  5  7  0  8  4  6, 0.15754462  0.009995   -0.00199405  0.        
1  2  9  5  7  6  8  4  0, 0.         -0.02982614 -0.03066429  0.        
1  2  9  5  7  6  8  0  4,0.         0.         0.         0.17205746
1  2  9  5  0  7  8  4  6,0.         0.         0.005      0.00515597
1  2  9  0  5  7  8  4  6, 0.    -0.001  0.     0.   
0  2  9  1  5  7  8  4  6, 0.     0.     0.    -0.001
2  0  9  1  5  7  8  4  6,-0.001  0.     0.     0.   
2  5  9  1  0  7  8  4  6,0.    0.    0.    0.005
2  5  9  1  7  0  8  4  6,0.005 0.    0.    0.   
2  5  9  1  7  6  8  4  0, 0.          0.         -0.00198416  0.        
2  0  9  1  5  6  8  7  4,-0.00099505  0.          0.005       0.        
0  2  9  1  5  6  8  7  4,0.009995 0.       0.       0.      
1  2  9  0  5  6  8  7  4,-0.001      -0.00099505  0.         -0.001     
1  2  9  8  5  6  0  7  4,0.    0.005 0.    0.   
1  2  9  5  0  6  8  7  4,-0.00089708  0.          0.          0.        
4  5  9  6  3  2  7  1  0, 0.         -0.01529208 -0.01067454  0.        
4  5  9  6  3  0  7  1  2,0.07447727 0.         0.009995   0.        
4  5  9  6  3  2  7  0  1, 0.         -0.001       0.          0.05472582
4  5  9  6  0  2  7  3  1,0.005 0.    0.    0.   
4  5  9  6  0  3  7  1  2, 0.          0.005       0.         -0.00098023
4  0  9  6  5  3  7  1  2, 0.     0.     0.    -0.001
4  9  0  6  5  3  7  1  2,0.009995 0.       0.       0.      
4  9  3  6  5  0  7  1  2, 0.005      -0.00099505 -0.00199405  0.        
4  9  3  6  0  5  7  1  2,0.       0.       0.       0.009995
4  9  3  6  5  2  7  1  0, 0.     0.    -0.001  0.   
4  9  3  6  5  2  7  0  1, 0.    -0.001  0.     0.   
4  9  3  6  0  2  7  5  1,0.    0.    0.005 0.   
4  9  3  0  6  2  7  5  1,-0.00199405  0.07447727  0.          0.        
4  9  3  7  6  2  0  5  1, 0.          0.01001477  0.         -0.00199405
4  9  3  7  6  2  5  0  1,0.         0.         0.00999995 0.        
0  9  3  4  6  2  7  5  1,-0.0133941   0.          0.         -0.00973355
9  0  3  4  6  2  7  5  1, 0.          0.          0.04482042 -0.001     
9  3  0  4  6  2  7  5  1,0.009995 0.       0.       0.      
9  3  2  4  6  0  7  5  1, 0.         -0.00099505  0.005       0.        
9  3  2  4  0  6  7  5  1, 0.     0.    -0.001  0.   
9  3  2  0  4  6  7  5  1,-0.001     0.009995  0.        0.      
0  3  2  9  4  6  7  5  1,-0.00198416  0.          0.          0.        
9  3  2  7  4  6  0  5  1, 0.     0.     0.    -0.001
9  3  2  7  4  6  5  0  1,0.       0.       0.       0.009995
9  3  2  7  4  6  5  1  0, 0.         -0.00396434 -0.00198416  0.        
9  3  2  7  4  0  5  1  6, 0.01997002  0.         -0.001       0.        
9  3  2  7  0  4  5  1  6, 0.    -0.001  0.     0.005
9  0  2  7  3  4  5  1  6,0.005      0.         0.07447727 0.        
0  9  2  7  3  4  5  1  6,-0.00783401  0.          0.         -0.01430697
7  9  2  0  3  4  5  1  6,0.         0.03986028 0.         0.        
3  2  8  7  5  1  4  6  0, 0.    -0.001  0.     0.   
3  2  8  7  5  0  4  6  1,0.    0.005 0.    0.   
3  2  0  7  5  8  4  6  1, 0.     0.    -0.001  0.   
3  0  2  7  5  8  4  6  1,-0.001  0.     0.     0.   
3  5  2  7  0  8  4  6  1,0.01498995 0.         0.         0.        
3  5  2  7  6  8  4  0  1, 0.         -0.00198416  0.          0.009995  
3  5  2  7  6  8  4  1  0, 0.          0.009995   -0.00099505  0.        
3  5  2  7  6  0  4  1  8,-0.00099505  0.          0.01498501  0.        
3  5  2  7  0  6  4  1  8, 0.          0.005       0.         -0.00198416
3  0  2  7  5  6  4  1  8,0.       0.       0.009995 0.      
0  3  2  7  5  6  4  1  8,-0.001       0.          0.         -0.00099505
7  3  2  0  5  6  4  1  8,0.009995 0.       0.       0.      
7  3  2  4  5  6  0  1  8, 0.         -0.00099505  0.          0.02011687
7  3  2  4  5  6  1  0  8, 0.         -0.001      -0.00296732  0.18652681
7  3  2  4  5  6  1  8  0, 0.         -0.02734017 -0.03389363  0.        
7  3  2  4  5  0  1  8  6, 0.14784516 -0.00199399 -0.00198404  0.        
7  3  2  4  0  6  1  5  8, 0.     0.    -0.001  0.   
7  3  2  0  4  6  1  5  8,0.    0.005 0.    0.   
0  3  2  7  4  6  1  5  8, 0.     0.     0.    -0.001
3  0  2  7  4  6  1  5  8,-0.001  0.     0.     0.   
3  4  2  7  0  6  1  5  8,0.005 0.    0.    0.   
3  4  2  7  5  6  1  0  8,0.       0.       0.       0.009995
3  4  2  7  5  6  1  8  0, 0.         -0.001      -0.00099505  0.        
3  4  2  7  5  0  1  8  6, 0.    -0.001 -0.001  0.   
3  4  0  7  5  2  1  8  6,0.005 0.    0.    0.   
3  4  2  7  0  5  1  8  6,0.       0.009995 0.       0.      
3  0  2  7  4  5  1  8  6,-0.00099505  0.          0.005       0.005     
3  2  0  7  4  5  1  8  6, 0.          0.         -0.00099505  0.        
0  3  2  7  4  5  1  8  6,-0.001  0.     0.     0.   
7  3  2  0  4  5  1  8  6,0.    0.    0.    0.005
7  3  2  4  0  5  1  8  6,0.         0.         0.         0.01521995
7  3  0  4  5  2  1  8  6,0.01011798 0.         0.         0.        
6  4  9  3  8  2  5  1  0, 0.    -0.001  0.     0.   
6  4  9  3  8  0  5  1  2, 0.     0.    -0.001  0.   
6  4  9  3  0  8  5  1  2,0.       0.009995 0.       0.      
6  0  9  3  4  8  5  1  2,-0.00099505  0.          0.005      -0.001     
6  9  0  3  4  8  5  1  2,-0.001  0.     0.005  0.   
6  9  8  3  4  0  5  1  2,0.    0.005 0.    0.   
0  6  9  3  4  8  5  1  2,0.005 0.    0.    0.   
3  6  9  0  4  8  5  1  2,0.       0.       0.       0.009995
3  6  9  4  0  8  5  1  2, 0.          0.005      -0.00099505  0.        
3  0  9  4  6  8  5  1  2,0.    0.    0.005 0.   
0  3  9  4  6  8  5  1  2,-0.001  0.     0.     0.   
4  3  9  0  6  8  5  1  2,0.005 0.    0.    0.   
4  3  9  5  6  8  0  1  2,0.    0.    0.    0.005
4  3  9  5  6  8  1  0  2,0.    0.    0.    0.005
4  3  9  5  6  8  1  2  0,0.    0.005 0.    0.   
4  3  9  5  6  0  1  2  8,0.    0.    0.005 0.   
4  3  9  5  0  6  1  2  8,0.005 0.    0.    0.   
4  3  9  5  2  6  1  0  8,0.       0.       0.       0.009995
4  3  9  5  2  6  1  8  0, 0.         -0.001      -0.00099505  0.        
4  3  9  5  2  0  1  8  6,0.    0.005 0.    0.   
4  3  0  5  2  9  1  8  6,0.       0.       0.009995 0.      
4  0  3  5  2  9  1  8  6, 0.009995    0.         -0.001      -0.00099505
0  4  3  5  2  9  1  8  6,-0.001  0.     0.     0.005
5  4  3  0  2  9  1  8  6,0.    0.005 0.    0.   
4  2  3  5  0  9  1  8  6,-0.001      -0.00099505  0.005      -0.001     
4  2  3  5  8  9  1  0  6, 0.     0.005 -0.001  0.   
4  2  3  5  8  9  0  1  6,0.    0.    0.    0.005
4  2  3  5  9  0  1  8  6,0.    0.    0.005 0.   
4  2  3  0  5  9  1  8  6,0.009995   0.16722469 0.         0.        
0  2  3  4  5  9  1  8  6,-0.03056371  0.          0.         -0.01619817
2  0  3  4  5  9  1  8  6,-0.00199405  0.          0.08432339  0.        
2  5  3  4  0  9  1  8  6, 0.          0.00999995 -0.001      -0.001     
2  5  3  4  9  0  1  8  6, 0.02495005 -0.001       0.005       0.        
2  5  0  4  9  3  1  8  6, 0.005  0.    -0.001  0.   
2  0  5  4  9  3  1  8  6,0.    0.    0.    0.005
2  5  3  4  9  6  1  8  0, 0.         -0.00491596 -0.00878671  0.        
2  5  3  4  9  6  1  0  8,0.         0.005      0.         0.04482042
2  5  3  4  0  6  1  9  8,-0.00096054  0.          0.          0.        
2  5  3  0  4  9  1  8  6,0.    0.    0.    0.005
4  2  3  1  5  9  0  8  6, 0.         -0.00195455  0.         -0.00199405
4  2  3  1  5  9  8  0  6, 0.          0.          0.009995   -0.00199405
4  2  3  1  5  9  8  6  0,0.       0.       0.009995 0.      
5  4  1  8  9  6  3  2  0, 0.     0.    -0.001  0.   
5  4  1  8  9  6  3  0  2,0.       0.005    0.009995 0.      
5  4  1  8  9  6  0  3  2, 0.          0.          0.         -0.00198416
5  4  1  8  0  6  3  9  2,0.       0.       0.009995 0.      
5  4  1  0  8  6  3  9  2, 0.          0.009995    0.         -0.00099505
0  4  1  5  8  6  3  9  2,-0.00099505  0.          0.          0.005     
4  0  1  5  8  6  3  9  2,0.         0.         0.         0.01498501
4  1  0  5  8  6  3  9  2,-0.001       0.         -0.00198416  0.        
4  1  6  5  8  0  3  9  2,0.009995 0.       0.       0.      
4  1  6  5  8  2  3  9  0, 0.         -0.00099505  0.005       0.        
4  1  6  5  8  2  3  0  9,0.       0.       0.009995 0.      
4  1  6  5  8  2  0  3  9, 0.         -0.001       0.         -0.00099505
4  1  6  0  8  2  5  3  9, 0.     0.     0.    -0.001
4  1  6  8  0  2  5  3  9,0.    0.    0.    0.005
4  1  6  8  2  0  5  3  9,-0.001     0.009995  0.        0.      
4  1  6  8  2  9  5  3  0,0.    0.005 0.    0.   
4  1  0  8  2  6  5  3  9,-0.00099505  0.         -0.001       0.        
4  0  1  8  2  6  5  3  9, 0.005  0.    -0.001  0.   
0  4  1  8  2  6  5  3  9,0.    0.    0.    0.005
4  2  1  8  0  6  5  3  9,0.    0.    0.005 0.   
4  2  1  0  8  6  5  3  9,0.005 0.    0.    0.   
4  2  1  5  8  6  0  3  9, 0.     0.     0.    -0.001
4  2  1  5  8  6  3  0  9,0.       0.009995 0.       0.      
4  2  1  5  0  6  3  8  9,-0.00099505  0.          0.01498501  0.        
4  2  1  0  5  6  3  8  9, 0.2009528   0.009995    0.         -0.00198416
4  2  1  3  5  6  0  8  9, 0.         -0.03527483  0.         -0.02578629
4  2  1  3  5  6  8  0  9, 0.         -0.00298214  0.13325954 -0.00199405
4  2  1  3  5  6  8  9  0,0.         0.         0.01008335 0.        
4  2  1  3  0  6  8  5  9,0.01505405 0.         0.         0.        
0  2  1  4  5  6  3  8  9,-0.00179881  0.          0.         -0.001     
2  0  1  4  5  6  3  8  9,0.    0.    0.005 0.   
1  5  9  6  7  4  2  8  0, 0.    -0.001  0.     0.   
1  5  9  6  7  0  2  8  4,0.    0.005 0.    0.   
1  5  0  6  7  9  2  8  4, 0.     0.    -0.001  0.   
1  0  5  6  7  9  2  8  4,-0.001  0.     0.     0.   
1  7  5  6  0  9  2  8  4,-0.001  0.     0.     0.   
1  7  5  6  8  9  2  0  4,0.    0.    0.005 0.   
1  7  5  6  8  9  0  2  4, 0.    -0.001  0.     0.   
1  7  5  0  8  9  6  2  4, 0.     0.     0.    -0.001
1  7  5  8  0  9  6  2  4,0.       0.009995 0.       0.      
1  0  5  8  7  9  6  2  4,-0.00099505  0.         -0.001       0.009995  
0  1  5  8  7  9  6  2  4,0.    0.    0.    0.005
1  5  0  8  7  9  6  2  4,-0.001       0.         -0.00099505  0.        
1  5  9  8  7  0  6  2  4,0.01498501 0.         0.         0.        
1  5  9  8  7  4  6  2  0, 0.         -0.00198416 -0.00199405  0.        
1  5  9  8  7  4  6  0  2,0.    0.005 0.    0.005
1  5  9  8  0  4  6  7  2,0.       0.       0.009995 0.      
1  5  9  0  8  4  6  7  2, 0.005      -0.001       0.         -0.00099505
0  5  9  1  8  4  6  7  2, 0.005  0.     0.    -0.001
5  0  9  1  8  4  6  7  2,0.    0.    0.005 0.   
1  5  9  6  8  4  0  7  2,0.    0.    0.    0.005
1  5  9  6  8  4  7  0  2,0.         0.         0.         0.04482042
1  5  9  6  8  4  7  2  0, 0.         -0.00973355 -0.00779469  0.        
1  5  9  6  8  0  7  2  4, 0.04482042  0.009995   -0.001       0.        
1  5  9  6  0  8  7  2  4,0.    0.    0.    0.005
1  5  0  6  8  9  7  2  4,-0.00099505  0.         -0.001       0.        
1  0  5  6  8  9  7  2  4, 0.     0.    -0.001  0.   
0  1  5  6  8  9  7  2  4,-0.001  0.     0.     0.   
6  1  5  0  8  9  7  2  4, 0.     0.     0.    -0.001
6  1  5  8  0  9  7  2  4, 0.    -0.001  0.     0.   
6  0  5  8  1  9  7  2  4,0.    0.    0.    0.005
6  5  0  8  1  9  7  2  4,-0.001  0.     0.     0.   
6  5  9  8  1  0  7  2  4,0.009995 0.       0.       0.      
6  5  9  8  1  4  7  2  0, 0.         -0.00099505 -0.001       0.        
6  5  9  8  1  4  7  0  2, 0.     0.    -0.001  0.   
6  5  9  8  1  4  0  7  2,0.       0.009995 0.       0.      
6  5  9  0  1  4  8  7  2,-0.00099505  0.009995    0.          0.        
0  5  9  6  1  4  8  7  2,-0.00099505  0.          0.         -0.001     
5  0  9  6  1  4  8  7  2,0.009995 0.       0.       0.      
5  1  9  6  0  4  8  7  2,-0.001      -0.00099505  0.          0.        
5  1  9  6  7  4  8  0  2,0.    0.    0.005 0.   
5  1  9  6  7  4  0  8  2, 0.    -0.001  0.     0.   
5  1  9  0  7  4  6  8  2,0.       0.009995 0.       0.005   
0  1  9  5  7  4  6  8  2,-0.00099505  0.          0.          0.009995  
5  1  9  7  0  4  6  8  2, 0.          0.         -0.00099505  0.        
1  0  9  5  7  4  6  8  2,-0.001       0.         -0.00099505 -0.001     
1  9  0  5  7  4  6  8  2,-0.001  0.     0.005  0.   
1  9  4  5  7  0  6  8  2, 0.     0.005 -0.001  0.   
1  9  4  5  0  7  6  8  2,-0.001  0.     0.     0.005
1  9  4  5  8  7  6  0  2,0.    0.005 0.    0.   
1  7  9  5  0  4  6  8  2,0.    0.    0.    0.005
1  7  9  5  4  0  6  8  2,0.    0.005 0.    0.   
1  7  0  5  4  9  6  8  2, 0.     0.    -0.001  0.   
1  0  7  5  4  9  6  8  2,-0.001  0.     0.     0.   
1  4  7  5  0  9  6  8  2,-0.001  0.     0.005  0.   
1  4  7  5  8  9  6  0  2,0.    0.005 0.    0.   
1  4  7  0  5  9  6  8  2, 0.005 -0.001  0.     0.   
0  4  7  1  5  9  6  8  2,0.005 0.    0.    0.   
1  4  7  6  5  9  0  8  2, 0.     0.     0.    -0.001
1  4  7  6  5  9  8  0  2,0.    0.    0.    0.005
1  4  7  6  5  9  8  2  0,0.       0.009995 0.       0.      
1  4  7  6  5  0  8  2  9,-0.00099505  0.09414983  0.          0.        
1  4  0  6  5  7  8  2  9,-0.0170109  0.        -0.0134625  0.       
1  0  4  6  5  7  8  2  9, 0.          0.         -0.00199403  0.06461143
0  1  4  6  5  7  8  2  9,0.         0.         0.         0.01008364
4  9  6  1  2  5  3  7  0, 0.    -0.001  0.     0.   
4  9  6  1  2  0  3  7  5, 0.     0.    -0.001  0.   
4  9  6  1  0  2  3  7  5, 0.     0.005 -0.001  0.   
4  9  6  0  1  2  3  7  5,0.    0.    0.    0.005
4  0  6  1  9  2  3  7  5, 0.     0.     0.    -0.001
4  6  0  1  9  2  3  7  5,0.009995 0.       0.       0.      
4  6  2  1  9  0  3  7  5, 0.         -0.00099505  0.005       0.        
4  6  2  1  0  9  3  7  5,0.    0.005 0.    0.   
4  0  2  1  6  9  3  7  5, 0.     0.    -0.001  0.005
0  4  2  1  6  9  3  7  5,0.    0.    0.    0.005
4  2  0  1  6  9  3  7  5,-0.001  0.     0.     0.   
4  2  9  1  6  0  3  7  5,0.    0.    0.005 0.   
4  2  9  1  0  6  3  7  5,-0.001 -0.001  0.     0.   
4  0  9  1  2  6  3  7  5,0.005 0.    0.    0.   
4  2  9  1  7  6  3  0  5,0.         0.         0.16238708 0.        
4  2  9  1  7  6  0  3  5, 0.         -0.03072655  0.         -0.02894874
4  2  9  0  7  6  1  3  5,0.16238708 0.         0.         0.009995  
4  2  9  7  0  6  1  3  5, 0.005      0.        -0.0009901  0.       
4  2  9  7  3  6  1  0  5,0.    0.    0.    0.005
4  2  9  7  3  6  1  5  0, 0.    -0.001  0.     0.   
4  2  9  7  3  0  1  5  6,0.    0.005 0.    0.   
4  2  0  7  3  9  1  5  6, 0.     0.    -0.001  0.   
4  0  2  7  3  9  1  5  6,0.005 0.    0.    0.   
4  3  2  7  0  9  1  5  6,0.009995 0.       0.       0.      
4  3  2  7  5  9  1  0  6, 0.         -0.00099505 -0.001       0.        
4  3  2  7  5  9  0  1  6,0.       0.009995 0.       0.      
4  3  2  0  5  9  7  1  6,-0.00099505  0.005       0.          0.        
0  3  2  4  5  9  7  1  6, 0.     0.     0.    -0.001
3  0  2  4  5  9  7  1  6,-0.001  0.     0.     0.005
3  2  0  4  5  9  7  1  6, 0.          0.         -0.00099505  0.        
3  5  2  4  0  9  7  1  6, 0.01498501  0.         -0.001      -0.001     
3  5  2  4  9  0  7  1  6,0.    0.    0.005 0.   
3  5  2  0  4  9  7  1  6,-0.001 -0.001  0.     0.005
0  5  2  3  4  9  7  1  6,0.005 0.    0.    0.   
3  5  2  7  4  9  0  1  6,0.    0.005 0.    0.   
3  5  2  4  1  9  7  0  6, 0.         -0.00198416 -0.00591097 -0.00199405
3  5  2  4  1  9  7  6  0,0.       0.       0.009995 0.      
3  5  2  4  1  9  0  7  6,0.        0.        0.        0.0299251
4  7  5  3  1  8  9  2  0, 0.     0.    -0.001  0.   
4  7  5  3  1  8  9  0  2, 0.    -0.001  0.     0.   
4  7  5  3  0  8  9  1  2,0.    0.    0.    0.005
4  7  5  3  8  0  9  1  2,0.       0.009995 0.       0.      
4  7  0  3  8  5  9  1  2,-0.00099505  0.         -0.001       0.        
4  0  7  3  8  5  9  1  2, 0.     0.    -0.001  0.   
0  4  7  3  8  5  9  1  2,0.009995 0.       0.       0.      
3  4  7  0  8  5  9  1  2,-0.001      -0.00099505  0.          0.        
3  4  7  9  8  5  0  1  2,0.    0.    0.    0.005
3  4  7  9  8  5  1  0  2,0.    0.005 0.    0.   
3  4  7  9  0  5  1  8  2,0.       0.       0.       0.009995
3  4  7  9  5  0  1  8  2, 0.          0.009995   -0.00099505  0.        
3  4  0  9  5  7  1  8  2,-0.00099505  0.         -0.001       0.        
3  0  4  9  5  7  1  8  2,-0.001  0.     0.     0.   
3  5  4  9  0  7  1  8  2,0.    0.    0.    0.005
3  5  4  9  7  0  1  8  2,0.009995 0.       0.       0.      
3  5  4  9  7  2  1  8  0, 0.         -0.00099505 -0.00396434  0.        
3  5  4  9  7  2  1  0  8, 0.          0.         -0.001       0.01498501
3  5  4  9  7  2  0  1  8,0.    0.005 0.    0.   
3  5  4  0  7  2  9  1  8, 0.    -0.001  0.     0.   
0  5  4  3  7  2  9  1  8, 0.     0.     0.    -0.001
5  0  4  3  7  2  9  1  8,0.       0.       0.       0.009995
5  4  0  3  7  2  9  1  8, 0.005       0.         -0.00099505  0.        
5  4  2  3  7  0  9  1  8, 0.     0.    -0.001  0.   
5  4  2  3  0  7  9  1  8,0.    0.005 0.    0.   
5  0  2  3  4  7  9  1  8,0.       0.       0.009995 0.      
0  5  2  3  4  7  9  1  8, 0.005       0.          0.         -0.00099505
3  5  2  0  4  7  9  1  8,-0.001  0.     0.     0.   
3  5  2  9  4  7  0  1  8,0.       0.       0.       0.009995
3  5  2  9  4  7  1  0  8, 0.          0.         -0.00099505  0.009995  
3  5  2  9  4  7  1  8  0, 0.          0.009995   -0.00099505  0.        
3  5  2  9  4  0  1  8  7,-0.00099505 -0.001      -0.001       0.        
3  5  0  9  4  2  1  8  7, 0.005  0.    -0.001  0.   
3  0  5  9  4  2  1  8  7,0.    0.    0.    0.005
3  5  2  9  0  4  1  8  7,-0.001  0.005  0.005  0.   
3  5  2  9  8  4  1  0  7, 0.     0.005 -0.001  0.   
3  5  2  9  8  4  0  1  7,0.    0.    0.    0.005
3  5  2  0  9  4  1  8  7, 0.          0.          0.         -0.00099505
3  0  2  9  5  4  1  8  7,0.         0.         0.005      0.19134029
3  2  0  9  5  4  1  8  7,-0.02323987  0.         -0.03450353  0.        
3  2  4  9  5  0  1  8  7,-0.001       0.12351144  0.          0.        
0  3  2  9  5  4  1  8  7, 0.          0.          0.         -0.00095563
3  2  4  9  5  7  1  8  0,0.         0.00508348 0.         0.        
8  5  2  4  7  0  1  9  3, 0.    -0.001 -0.001  0.   
8  5  2  4  7  3  1  9  0, 0.    -0.001  0.     0.   
8  5  0  4  7  2  1  9  3,0.005 0.    0.    0.   
8  5  2  4  0  7  1  9  3, 0.     0.    -0.001  0.   
8  5  2  0  4  7  1  9  3,0.09414983 0.         0.         0.        
8  5  2  1  4  7  0  9  3, 0.         -0.0170109   0.         -0.01888185
8  5  2  1  4  7  9  0  3, 0.         -0.001       0.09414983 -0.00199399
8  5  2  1  4  7  9  3  0,0.         0.         0.01014236 0.        
8  5  2  1  0  7  9  4  3,0.    0.005 0.    0.   
8  0  2  1  5  7  9  4  3,0.       0.       0.009995 0.      
0  8  2  1  5  7  9  4  3, 0.005       0.          0.         -0.00099505
1  8  2  0  5  7  9  4  3,-0.001  0.     0.    -0.001
1  8  2  9  5  7  0  4  3,0.    0.005 0.    0.   
1  8  2  5  0  7  9  4  3,0.    0.    0.    0.005
1  8  2  5  7  0  9  4  3,0.02495005 0.         0.         0.        
